  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  1.811340092619e+005  7.977546403282e+001  6.265914582850e-002  1.000000000000e+000  
  1.815515662773e+005  7.975187080647e+001  6.255279475813e-002  1.000000000000e+000  
  1.819700858609e+005  7.972823472590e+001  6.244677162967e-002  1.000000000000e+000  
  1.823895702319e+005  7.970455572691e+001  6.234107585683e-002  1.000000000000e+000  
  1.828100216142e+005  7.968083374530e+001  6.223570685487e-002  1.000000000000e+000  
  1.832314422371e+005  7.965706871690e+001  6.213066404064e-002  1.000000000000e+000  
  1.836538343348e+005  7.963326057760e+001  6.202594683256e-002  1.000000000000e+000  
  1.840772001468e+005  7.960940926328e+001  6.192155465058e-002  1.000000000000e+000  
  1.845015419179e+005  7.958551470989e+001  6.181748691627e-002  1.000000000000e+000  
  1.849268618978e+005  7.956157685338e+001  6.171374305269e-002  1.000000000000e+000  
  1.853531623414e+005  7.953759562974e+001  6.161032248450e-002  1.000000000000e+000  
  1.857804455091e+005  7.951357097501e+001  6.150722463789e-002  1.000000000000e+000  
  1.862087136662e+005  7.948950282523e+001  6.140444894058e-002  1.000000000000e+000  
  1.866379690834e+005  7.946539111649e+001  6.130199482186e-002  1.000000000000e+000  
  1.870682140365e+005  7.944123578491e+001  6.119986171252e-002  1.000000000000e+000  
  1.874994508067e+005  7.941703676664e+001  6.109804904491e-002  1.000000000000e+000  
  1.879316816803e+005  7.939279399785e+001  6.099655625289e-002  1.000000000000e+000  
  1.883649089489e+005  7.936850741477e+001  6.089538277185e-002  1.000000000000e+000  
  1.887991349096e+005  7.934417695363e+001  6.079452803870e-002  1.000000000000e+000  
  1.892343618644e+005  7.931980255072e+001  6.069399149187e-002  1.000000000000e+000  
  1.896705921211e+005  7.929538414233e+001  6.059377257128e-002  1.000000000000e+000  
  1.901078279923e+005  7.927092166482e+001  6.049387071837e-002  1.000000000000e+000  
  1.905460717963e+005  7.924641505454e+001  6.039428537609e-002  1.000000000000e+000  
  1.909853258566e+005  7.922186424791e+001  6.029501598889e-002  1.000000000000e+000  
  1.914255925021e+005  7.919726918136e+001  6.019606200269e-002  1.000000000000e+000  
  1.918668740670e+005  7.917262979137e+001  6.009742286493e-002  1.000000000000e+000  
  1.923091728910e+005  7.914794601442e+001  5.999909802452e-002  1.000000000000e+000  
  1.927524913190e+005  7.912321778706e+001  5.990108693186e-002  1.000000000000e+000  
  1.931968317016e+005  7.909844504585e+001  5.980338903882e-002  1.000000000000e+000  
  1.936421963946e+005  7.907362772739e+001  5.970600379876e-002  1.000000000000e+000  
  1.940885877592e+005  7.904876576831e+001  5.960893066649e-002  1.000000000000e+000  
  1.945360081622e+005  7.902385910528e+001  5.951216909830e-002  1.000000000000e+000  
  1.949844599757e+005  7.899890767498e+001  5.941571855195e-002  1.000000000000e+000  
  1.954339455775e+005  7.897391141415e+001  5.931957848664e-002  1.000000000000e+000  
  1.958844673505e+005  7.894887025955e+001  5.922374836304e-002  1.000000000000e+000  
  1.963360276835e+005  7.892378414797e+001  5.912822764325e-002  1.000000000000e+000  
  1.967886289706e+005  7.889865301624e+001  5.903301579085e-002  1.000000000000e+000  
  1.972422736114e+005  7.887347680121e+001  5.893811227083e-002  1.000000000000e+000  
  1.976969640111e+005  7.884825543978e+001  5.884351654964e-002  1.000000000000e+000  
  1.981527025805e+005  7.882298886888e+001  5.874922809514e-002  1.000000000000e+000  
  1.986094917357e+005  7.879767702545e+001  5.865524637665e-002  1.000000000000e+000  
  1.990673338987e+005  7.877231984649e+001  5.856157086490e-002  1.000000000000e+000  
  1.995262314968e+005  7.874691726901e+001  5.846820103205e-002  1.000000000000e+000  
  1.999861869632e+005  7.872146923008e+001  5.837513635166e-002  1.000000000000e+000  
  2.004472027365e+005  7.869597566677e+001  5.828237629873e-002  1.000000000000e+000  
  2.009092812608e+005  7.867043651621e+001  5.818992034966e-002  1.000000000000e+000  
  2.013724249862e+005  7.864485171554e+001  5.809776798225e-002  1.000000000000e+000  
  2.018366363681e+005  7.861922120196e+001  5.800591867570e-002  1.000000000000e+000  
  2.023019178678e+005  7.859354491267e+001  5.791437191062e-002  1.000000000000e+000  
  2.027682719521e+005  7.856782278492e+001  5.782312716902e-002  1.000000000000e+000  
  2.032357010936e+005  7.854205475599e+001  5.773218393428e-002  1.000000000000e+000  
  2.037042077705e+005  7.851624076320e+001  5.764154169118e-002  1.000000000000e+000  
  2.041737944669e+005  7.849038074388e+001  5.755119992587e-002  1.000000000000e+000  
  2.046444636724e+005  7.846447463541e+001  5.746115812590e-002  1.000000000000e+000  
  2.051162178825e+005  7.843852237520e+001  5.737141578018e-002  1.000000000000e+000  
  2.055890595984e+005  7.841252390069e+001  5.728197237898e-002  1.000000000000e+000  
  2.060629913269e+005  7.838647914934e+001  5.719282741396e-002  1.000000000000e+000  
  2.065380155810e+005  7.836038805865e+001  5.710398037813e-002  1.000000000000e+000  
  2.070141348790e+005  7.833425056617e+001  5.701543076585e-002  1.000000000000e+000  
  2.074913517454e+005  7.830806660944e+001  5.692717807285e-002  1.000000000000e+000  
  2.079696687103e+005  7.828183612608e+001  5.683922179621e-002  1.000000000000e+000  
  2.084490883097e+005  7.825555905369e+001  5.675156143433e-002  1.000000000000e+000  
  2.089296130853e+005  7.822923532994e+001  5.666419648699e-002  1.000000000000e+000  
  2.094112455850e+005  7.820286489252e+001  5.657712645528e-002  1.000000000000e+000  
  2.098939883623e+005  7.817644767914e+001  5.649035084163e-002  1.000000000000e+000  
  2.103778439766e+005  7.814998362754e+001  5.640386914982e-002  1.000000000000e+000  
  2.108628149933e+005  7.812347267551e+001  5.631768088493e-002  1.000000000000e+000  
  2.113489039836e+005  7.809691476086e+001  5.623178555337e-002  1.000000000000e+000  
  2.118361135248e+005  7.807030982141e+001  5.614618266288e-002  1.000000000000e+000  
  2.123244462000e+005  7.804365779504e+001  5.606087172250e-002  1.000000000000e+000  
  2.128139045982e+005  7.801695861964e+001  5.597585224258e-002  1.000000000000e+000  
  2.133044913146e+005  7.799021223313e+001  5.589112373479e-002  1.000000000000e+000  
  2.137962089502e+005  7.796341857348e+001  5.580668571210e-002  1.000000000000e+000  
  2.142890601119e+005  7.793657757866e+001  5.572253768875e-002  1.000000000000e+000  
  2.147830474130e+005  7.790968918668e+001  5.563867918031e-002  1.000000000000e+000  
  2.152781734724e+005  7.788275333559e+001  5.555510970363e-002  1.000000000000e+000  
  2.157744409152e+005  7.785576996345e+001  5.547182877683e-002  1.000000000000e+000  
  2.162718523726e+005  7.782873900835e+001  5.538883591934e-002  1.000000000000e+000  
  2.167704104819e+005  7.780166040842e+001  5.530613065183e-002  1.000000000000e+000  
  2.172701178863e+005  7.777453410181e+001  5.522371249628e-002  1.000000000000e+000  
  2.177709772353e+005  7.774736002670e+001  5.514158097593e-002  1.000000000000e+000  
  2.182729911842e+005  7.772013812129e+001  5.505973561527e-002  1.000000000000e+000  
  2.187761623949e+005  7.769286832381e+001  5.497817594007e-002  1.000000000000e+000  
  2.192804935350e+005  7.766555057252e+001  5.489690147734e-002  1.000000000000e+000  
  2.197859872784e+005  7.763818480570e+001  5.481591175538e-002  1.000000000000e+000  
  2.202926463053e+005  7.761077096167e+001  5.473520630369e-002  1.000000000000e+000  
  2.208004733018e+005  7.758330897875e+001  5.465478465306e-002  1.000000000000e+000  
  2.213094709605e+005  7.755579879530e+001  5.457464633549e-002  1.000000000000e+000  
  2.218196419800e+005  7.752824034972e+001  5.449479088423e-002  1.000000000000e+000  
  2.223309890651e+005  7.750063358040e+001  5.441521783377e-002  1.000000000000e+000  
  2.228435149270e+005  7.747297842579e+001  5.433592671983e-002  1.000000000000e+000  
  2.233572222830e+005  7.744527482433e+001  5.425691707933e-002  1.000000000000e+000  
  2.238721138568e+005  7.741752271452e+001  5.417818845045e-002  1.000000000000e+000  
  2.243881923782e+005  7.738972203485e+001  5.409974037255e-002  1.000000000000e+000  
  2.249054605835e+005  7.736187272386e+001  5.402157238624e-002  1.000000000000e+000  
  2.254239212152e+005  7.733397472009e+001  5.394368403331e-002  1.000000000000e+000  
  2.259435770220e+005  7.730602796211e+001  5.386607485677e-002  1.000000000000e+000  
  2.264644307592e+005  7.727803238852e+001  5.378874440083e-002  1.000000000000e+000  
  2.269864851883e+005  7.724998793793e+001  5.371169221088e-002  1.000000000000e+000  
  2.275097430771e+005  7.722189454899e+001  5.363491783354e-002  1.000000000000e+000  
  2.280342072000e+005  7.719375216034e+001  5.355842081658e-002  1.000000000000e+000  
  2.285598803375e+005  7.716556071068e+001  5.348220070898e-002  1.000000000000e+000  
  2.290867652767e+005  7.713732013869e+001  5.340625706089e-002  1.000000000000e+000  
  2.296148648112e+005  7.710903038309e+001  5.333058942364e-002  1.000000000000e+000  
  2.301441817408e+005  7.708069138262e+001  5.325519734973e-002  1.000000000000e+000  
  2.306747188719e+005  7.705230307604e+001  5.318008039284e-002  1.000000000000e+000  
  2.312064790175e+005  7.702386540212e+001  5.310523810780e-002  1.000000000000e+000  
  2.317394649968e+005  7.699537829965e+001  5.303067005060e-002  1.000000000000e+000  
  2.322736796356e+005  7.696684170745e+001  5.295637577840e-002  1.000000000000e+000  
  2.328091257664e+005  7.693825556434e+001  5.288235484951e-002  1.000000000000e+000  
  2.333458062280e+005  7.690961980917e+001  5.280860682337e-002  1.000000000000e+000  
  2.338837238659e+005  7.688093438079e+001  5.273513126059e-002  1.000000000000e+000  
  2.344228815319e+005  7.685219921809e+001  5.266192772291e-002  1.000000000000e+000  
  2.349632820848e+005  7.682341425995e+001  5.258899577319e-002  1.000000000000e+000  
  2.355049283895e+005  7.679457944529e+001  5.251633497544e-002  1.000000000000e+000  
  2.360478233180e+005  7.676569471302e+001  5.244394489480e-002  1.000000000000e+000  
  2.365919697485e+005  7.673676000209e+001  5.237182509753e-002  1.000000000000e+000  
  2.371373705661e+005  7.670777525144e+001  5.229997515099e-002  1.000000000000e+000  
  2.376840286624e+005  7.667874040003e+001  5.222839462369e-002  1.000000000000e+000  
  2.382319469358e+005  7.664965538684e+001  5.215708308522e-002  1.000000000000e+000  
  2.387811282912e+005  7.662052015086e+001  5.208604010630e-002  1.000000000000e+000  
  2.393315756405e+005  7.659133463108e+001  5.201526525874e-002  1.000000000000e+000  
  2.398832919019e+005  7.656209876653e+001  5.194475811545e-002  1.000000000000e+000  
  2.404362800006e+005  7.653281249621e+001  5.187451825044e-002  1.000000000000e+000  
  2.409905428686e+005  7.650347575917e+001  5.180454523880e-002  1.000000000000e+000  
  2.415460834444e+005  7.647408849444e+001  5.173483865673e-002  1.000000000000e+000  
  2.421029046735e+005  7.644465064107e+001  5.166539808149e-002  1.000000000000e+000  
  2.426610095082e+005  7.641516213813e+001  5.159622309141e-002  1.000000000000e+000  
  2.432204009073e+005  7.638562292468e+001  5.152731326593e-002  1.000000000000e+000  
  2.437810818368e+005  7.635603293980e+001  5.145866818554e-002  1.000000000000e+000  
  2.443430552693e+005  7.632639212256e+001  5.139028743177e-002  1.000000000000e+000  
  2.449063241844e+005  7.629670041207e+001  5.132217058726e-002  1.000000000000e+000  
  2.454708915684e+005  7.626695774741e+001  5.125431723567e-002  1.000000000000e+000  
  2.460367604147e+005  7.623716406769e+001  5.118672696173e-002  1.000000000000e+000  
  2.466039337234e+005  7.620731931201e+001  5.111939935122e-002  1.000000000000e+000  
  2.471724145015e+005  7.617742341948e+001  5.105233399096e-002  1.000000000000e+000  
  2.477422057633e+005  7.614747632922e+001  5.098553046880e-002  1.000000000000e+000  
  2.483133105295e+005  7.611747798035e+001  5.091898837365e-002  1.000000000000e+000  
  2.488857318282e+005  7.608742831197e+001  5.085270729544e-002  1.000000000000e+000  
  2.494594726942e+005  7.605732726323e+001  5.078668682511e-002  1.000000000000e+000  
  2.500345361696e+005  7.602717477323e+001  5.072092655466e-002  1.000000000000e+000  
  2.506109253031e+005  7.599697078112e+001  5.065542607708e-002  1.000000000000e+000  
  2.511886431509e+005  7.596671522600e+001  5.059018498640e-002  1.000000000000e+000  
  2.517676927758e+005  7.593640804701e+001  5.052520287763e-002  1.000000000000e+000  
  2.523480772480e+005  7.590604918327e+001  5.046047934682e-002  1.000000000000e+000  
  2.529297996445e+005  7.587563857391e+001  5.039601399100e-002  1.000000000000e+000  
  2.535128630497e+005  7.584517615804e+001  5.033180640820e-002  1.000000000000e+000  
  2.540972705549e+005  7.581466187479e+001  5.026785619745e-002  1.000000000000e+000  
  2.546830252584e+005  7.578409566327e+001  5.020416295878e-002  1.000000000000e+000  
  2.552701302661e+005  7.575347746260e+001  5.014072629320e-002  1.000000000000e+000  
  2.558585886905e+005  7.572280721187e+001  5.007754580267e-002  1.000000000000e+000  
  2.564484036517e+005  7.569208485021e+001  5.001462109018e-002  1.000000000000e+000  
  2.570395782768e+005  7.566131031669e+001  4.995195175966e-002  1.000000000000e+000  
  2.576321157002e+005  7.563048355042e+001  4.988953741601e-002  1.000000000000e+000  
  2.582260190634e+005  7.559960449047e+001  4.982737766510e-002  1.000000000000e+000  
  2.588212915152e+005  7.556867307593e+001  4.976547211376e-002  1.000000000000e+000  
  2.594179362118e+005  7.553768924586e+001  4.970382036978e-002  1.000000000000e+000  
  2.600159563165e+005  7.550665293932e+001  4.964242204190e-002  1.000000000000e+000  
  2.606153549998e+005  7.547556409537e+001  4.958127673979e-002  1.000000000000e+000  
  2.612161354398e+005  7.544442265305e+001  4.952038407409e-002  1.000000000000e+000  
  2.618183008218e+005  7.541322855138e+001  4.945974365636e-002  1.000000000000e+000  
  2.624218543384e+005  7.538198172939e+001  4.939935509910e-002  1.000000000000e+000  
  2.630267991895e+005  7.535068212608e+001  4.933921801574e-002  1.000000000000e+000  
  2.636331385825e+005  7.531932968045e+001  4.927933202063e-002  1.000000000000e+000  
  2.642408757321e+005  7.528792433148e+001  4.921969672906e-002  1.000000000000e+000  
  2.648500138606e+005  7.525646601813e+001  4.916031175721e-002  1.000000000000e+000  
  2.654605561975e+005  7.522495467937e+001  4.910117672219e-002  1.000000000000e+000  
  2.660725059798e+005  7.519339025413e+001  4.904229124201e-002  1.000000000000e+000  
  2.666858664521e+005  7.516177268134e+001  4.898365493559e-002  1.000000000000e+000  
  2.673006408663e+005  7.513010189989e+001  4.892526742275e-002  1.000000000000e+000  
  2.679168324818e+005  7.509837784868e+001  4.886712832419e-002  1.000000000000e+000  
  2.685344445658e+005  7.506660046659e+001  4.880923726153e-002  1.000000000000e+000  
  2.691534803926e+005  7.503476969246e+001  4.875159385725e-002  1.000000000000e+000  
  2.697739432444e+005  7.500288546513e+001  4.869419773471e-002  1.000000000000e+000  
  2.703958364108e+005  7.497094772342e+001  4.863704851817e-002  1.000000000000e+000  
  2.710191631890e+005  7.493895640611e+001  4.858014583276e-002  1.000000000000e+000  
  2.716439268838e+005  7.490691145200e+001  4.852348930444e-002  1.000000000000e+000  
  2.722701308077e+005  7.487481279982e+001  4.846707856009e-002  1.000000000000e+000  
  2.728977782807e+005  7.484266038831e+001  4.841091322742e-002  1.000000000000e+000  
  2.735268726306e+005  7.481045415617e+001  4.835499293499e-002  1.000000000000e+000  
  2.741574171927e+005  7.477819404209e+001  4.829931731222e-002  1.000000000000e+000  
  2.747894153102e+005  7.474587998473e+001  4.824388598938e-002  1.000000000000e+000  
  2.754228703337e+005  7.471351192273e+001  4.818869859757e-002  1.000000000000e+000  
  2.760577856220e+005  7.468108979469e+001  4.813375476875e-002  1.000000000000e+000  
  2.766941645411e+005  7.464861353919e+001  4.807905413568e-002  1.000000000000e+000  
  2.773320104651e+005  7.461608309481e+001  4.802459633198e-002  1.000000000000e+000  
  2.779713267758e+005  7.458349840005e+001  4.797038099208e-002  1.000000000000e+000  
  2.786121168629e+005  7.455085939343e+001  4.791640775123e-002  1.000000000000e+000  
  2.792543841237e+005  7.451816601341e+001  4.786267624549e-002  1.000000000000e+000  
  2.798981319634e+005  7.448541819845e+001  4.780918611174e-002  1.000000000000e+000  
  2.805433637951e+005  7.445261588695e+001  4.775593698766e-002  1.000000000000e+000  
  2.811900830398e+005  7.441975901730e+001  4.770292851174e-002  1.000000000000e+000  
  2.818382931264e+005  7.438684752785e+001  4.765016032325e-002  1.000000000000e+000  
  2.824879974915e+005  7.435388135691e+001  4.759763206227e-002  1.000000000000e+000  
  2.831391995799e+005  7.432086044278e+001  4.754534336966e-002  1.000000000000e+000  
  2.837919028441e+005  7.428778472371e+001  4.749329388706e-002  1.000000000000e+000  
  2.844461107447e+005  7.425465413792e+001  4.744148325689e-002  1.000000000000e+000  
  2.851018267503e+005  7.422146862360e+001  4.738991112236e-002  1.000000000000e+000  
  2.857590543374e+005  7.418822811890e+001  4.733857712743e-002  1.000000000000e+000  
  2.864177969906e+005  7.415493256193e+001  4.728748091683e-002  1.000000000000e+000  
  2.870780582024e+005  7.412158189077e+001  4.723662213605e-002  1.000000000000e+000  
  2.877398414735e+005  7.408817604346e+001  4.718600043135e-002  1.000000000000e+000  
  2.884031503126e+005  7.405471495802e+001  4.713561544971e-002  1.000000000000e+000  
  2.890679882365e+005  7.402119857240e+001  4.708546683889e-002  1.000000000000e+000  
  2.897343587700e+005  7.398762682454e+001  4.703555424737e-002  1.000000000000e+000  
  2.904022654464e+005  7.395399965233e+001  4.698587732439e-002  1.000000000000e+000  
  2.910717118066e+005  7.392031699361e+001  4.693643571989e-002  1.000000000000e+000  
  2.917427014000e+005  7.388657878619e+001  4.688722908456e-002  1.000000000000e+000  
  2.924152377842e+005  7.385278496785e+001  4.683825706981e-002  1.000000000000e+000  
  2.930893245249e+005  7.381893547631e+001  4.678951932778e-002  1.000000000000e+000  
  2.937649651961e+005  7.378503024925e+001  4.674101551130e-002  1.000000000000e+000  
  2.944421633798e+005  7.375106922432e+001  4.669274527392e-002  1.000000000000e+000  
  2.951209226666e+005  7.371705233911e+001  4.664470826990e-002  1.000000000000e+000  
  2.958012466551e+005  7.368297953119e+001  4.659690415419e-002  1.000000000000e+000  
  2.964831389523e+005  7.364885073806e+001  4.654933258246e-002  1.000000000000e+000  
  2.971666031737e+005  7.361466589719e+001  4.650199321103e-002  1.000000000000e+000  
  2.978516429428e+005  7.358042494599e+001  4.645488569695e-002  1.000000000000e+000  
  2.985382618917e+005  7.354612782186e+001  4.640800969790e-002  1.000000000000e+000  
  2.992264636607e+005  7.351177446211e+001  4.636136487230e-002  1.000000000000e+000  
  2.999162518987e+005  7.347736480402e+001  4.631495087918e-002  1.000000000000e+000  
  3.006076302627e+005  7.344289878483e+001  4.626876737827e-002  1.000000000000e+000  
  3.013006024185e+005  7.340837634174e+001  4.622281402997e-002  1.000000000000e+000  
  3.019951720401e+005  7.337379741186e+001  4.617709049531e-002  1.000000000000e+000  
  3.026913428100e+005  7.333916193231e+001  4.613159643599e-002  1.000000000000e+000  
  3.033891184193e+005  7.330446984011e+001  4.608633151435e-002  1.000000000000e+000  
  3.040885025675e+005  7.326972107226e+001  4.604129539338e-002  1.000000000000e+000  
  3.047894989627e+005  7.323491556569e+001  4.599648773671e-002  1.000000000000e+000  
  3.054921113215e+005  7.320005325731e+001  4.595190820859e-002  1.000000000000e+000  
  3.061963433690e+005  7.316513408394e+001  4.590755647390e-002  1.000000000000e+000  
  3.069021988390e+005  7.313015798237e+001  4.586343219817e-002  1.000000000000e+000  
  3.076096814740e+005  7.309512488935e+001  4.581953504752e-002  1.000000000000e+000  
  3.083187950248e+005  7.306003474155e+001  4.577586468870e-002  1.000000000000e+000  
  3.090295432513e+005  7.302488747560e+001  4.573242078904e-002  1.000000000000e+000  
  3.097419299216e+005  7.298968302808e+001  4.568920301652e-002  1.000000000000e+000  
  3.104559588127e+005  7.295442133552e+001  4.564621103969e-002  1.000000000000e+000  
  3.111716337105e+005  7.291910233438e+001  4.560344452770e-002  1.000000000000e+000  
  3.118889584093e+005  7.288372596109e+001  4.556090315028e-002  1.000000000000e+000  
  3.126079367123e+005  7.284829215200e+001  4.551858657777e-002  1.000000000000e+000  
  3.133285724315e+005  7.281280084342e+001  4.547649448107e-002  1.000000000000e+000  
  3.140508693875e+005  7.277725197160e+001  4.543462653165e-002  1.000000000000e+000  
  3.147748314100e+005  7.274164547274e+001  4.539298240157e-002  1.000000000000e+000  
  3.155004623374e+005  7.270598128297e+001  4.535156176343e-002  1.000000000000e+000  
  3.162277660167e+005  7.267025933839e+001  4.531036429043e-002  1.000000000000e+000  
  3.169567463043e+005  7.263447957503e+001  4.526938965627e-002  1.000000000000e+000  
  3.176874070649e+005  7.259864192884e+001  4.522863753525e-002  1.000000000000e+000  
  3.184197521725e+005  7.256274633575e+001  4.518810760218e-002  1.000000000000e+000  
  3.191537855100e+005  7.252679273162e+001  4.514779953243e-002  1.000000000000e+000  
  3.198895109690e+005  7.249078105224e+001  4.510771300191e-002  1.000000000000e+000  
  3.206269324505e+005  7.245471123336e+001  4.506784768703e-002  1.000000000000e+000  
  3.213660538639e+005  7.241858321067e+001  4.502820326476e-002  1.000000000000e+000  
  3.221068791282e+005  7.238239691978e+001  4.498877941257e-002  1.000000000000e+000  
  3.228494121712e+005  7.234615229628e+001  4.494957580844e-002  1.000000000000e+000  
  3.235936569295e+005  7.230984927566e+001  4.491059213088e-002  1.000000000000e+000  
  3.243396173493e+005  7.227348779340e+001  4.487182805889e-002  1.000000000000e+000  
  3.250872973853e+005  7.223706778487e+001  4.483328327198e-002  1.000000000000e+000  
  3.258367010019e+005  7.220058918542e+001  4.479495745014e-002  1.000000000000e+000  
  3.265878321722e+005  7.216405193032e+001  4.475685027387e-002  1.000000000000e+000  
  3.273406948787e+005  7.212745595479e+001  4.471896142413e-002  1.000000000000e+000  
  3.280952931130e+005  7.209080119399e+001  4.468129058238e-002  1.000000000000e+000  
  3.288516308759e+005  7.205408758303e+001  4.464383743054e-002  1.000000000000e+000  
  3.296097121774e+005  7.201731505694e+001  4.460660165102e-002  1.000000000000e+000  
  3.303695410367e+005  7.198048355071e+001  4.456958292667e-002  1.000000000000e+000  
  3.311311214825e+005  7.194359299926e+001  4.453278094081e-002  1.000000000000e+000  
  3.318944575525e+005  7.190664333747e+001  4.449619537721e-002  1.000000000000e+000  
  3.326595532939e+005  7.186963450012e+001  4.445982592009e-002  1.000000000000e+000  
  3.334264127631e+005  7.183256642199e+001  4.442367225413e-002  1.000000000000e+000  
  3.341950400260e+005  7.179543903775e+001  4.438773406442e-002  1.000000000000e+000  
  3.349654391577e+005  7.175825228203e+001  4.435201103650e-002  1.000000000000e+000  
  3.357376142429e+005  7.172100608941e+001  4.431650285633e-002  1.000000000000e+000  
  3.365115693754e+005  7.168370039441e+001  4.428120921030e-002  1.000000000000e+000  
  3.372873086588e+005  7.164633513147e+001  4.424612978522e-002  1.000000000000e+000  
  3.380648362059e+005  7.160891023501e+001  4.421126426830e-002  1.000000000000e+000  
  3.388441561391e+005  7.157142563935e+001  4.417661234716e-002  1.000000000000e+000  
  3.396252725903e+005  7.153388127878e+001  4.414217370984e-002  1.000000000000e+000  
  3.404081897009e+005  7.149627708753e+001  4.410794804474e-002  1.000000000000e+000  
  3.411929116218e+005  7.145861299976e+001  4.407393504070e-002  1.000000000000e+000  
  3.419794425136e+005  7.142088894958e+001  4.404013438689e-002  1.000000000000e+000  
  3.427677865463e+005  7.138310487106e+001  4.400654577292e-002  1.000000000000e+000  
  3.435579478998e+005  7.134526069819e+001  4.397316888872e-002  1.000000000000e+000  
  3.443499307632e+005  7.130735636491e+001  4.394000342463e-002  1.000000000000e+000  
  3.451437393358e+005  7.126939180511e+001  4.390704907133e-002  1.000000000000e+000  
  3.459393778260e+005  7.123136695261e+001  4.387430551988e-002  1.000000000000e+000  
  3.467368504524e+005  7.119328174121e+001  4.384177246167e-002  1.000000000000e+000  
  3.475361614431e+005  7.115513610461e+001  4.380944958847e-002  1.000000000000e+000  
  3.483373150359e+005  7.111692997649e+001  4.377733659236e-002  1.000000000000e+000  
  3.491403154785e+005  7.107866329045e+001  4.374543316578e-002  1.000000000000e+000  
  3.499451670283e+005  7.104033598007e+001  4.371373900150e-002  1.000000000000e+000  
  3.507518739525e+005  7.100194797886e+001  4.368225379262e-002  1.000000000000e+000  
  3.515604405282e+005  7.096349922026e+001  4.365097723253e-002  1.000000000000e+000  
  3.523708710424e+005  7.092498963768e+001  4.361990901499e-002  1.000000000000e+000  
  3.531831697919e+005  7.088641916447e+001  4.358904883403e-002  1.000000000000e+000  
  3.539973410833e+005  7.084778773395e+001  4.355839638401e-002  1.000000000000e+000  
  3.548133892335e+005  7.080909527936e+001  4.352795135956e-002  1.000000000000e+000  
  3.556313185689e+005  7.077034173390e+001  4.349771345565e-002  1.000000000000e+000  
  3.564511334261e+005  7.073152703074e+001  4.346768236749e-002  1.000000000000e+000  
  3.572728381518e+005  7.069265110298e+001  4.343785779061e-002  1.000000000000e+000  
  3.580964371025e+005  7.065371388367e+001  4.340823942081e-002  1.000000000000e+000  
  3.589219346449e+005  7.061471530585e+001  4.337882695415e-002  1.000000000000e+000  
  3.597493351556e+005  7.057565530246e+001  4.334962008697e-002  1.000000000000e+000  
  3.605786430215e+005  7.053653380645e+001  4.332061851587e-002  1.000000000000e+000  
  3.614098626395e+005  7.049735075068e+001  4.329182193771e-002  1.000000000000e+000  
  3.622429984166e+005  7.045810606799e+001  4.326323004960e-002  1.000000000000e+000  
  3.630780547700e+005  7.041879969117e+001  4.323484254887e-002  1.000000000000e+000  
  3.639150361271e+005  7.037943155299e+001  4.320665913314e-002  1.000000000000e+000  
  3.647539469255e+005  7.034000158614e+001  4.317867950022e-002  1.000000000000e+000  
  3.655947916130e+005  7.030050972330e+001  4.315090334817e-002  1.000000000000e+000  
  3.664375746477e+005  7.026095589711e+001  4.312333037527e-002  1.000000000000e+000  
  3.672823004980e+005  7.022134004015e+001  4.309596028002e-002  1.000000000000e+000  
  3.681289736424e+005  7.018166208499e+001  4.306879276112e-002  1.000000000000e+000  
  3.689775985700e+005  7.014192196415e+001  4.304182751750e-002  1.000000000000e+000  
  3.698281797802e+005  7.010211961011e+001  4.301506424827e-002  1.000000000000e+000  
  3.706807217825e+005  7.006225495533e+001  4.298850265275e-002  1.000000000000e+000  
  3.715352290971e+005  7.002232793224e+001  4.296214243043e-002  1.000000000000e+000  
  3.723917062545e+005  6.998233847321e+001  4.293598328100e-002  1.000000000000e+000  
  3.732501577956e+005  6.994228651062e+001  4.291002490433e-002  1.000000000000e+000  
  3.741105882719e+005  6.990217197679e+001  4.288426700046e-002  1.000000000000e+000  
  3.749730022454e+005  6.986199480403e+001  4.285870926960e-002  1.000000000000e+000  
  3.758374042883e+005  6.982175492461e+001  4.283335141212e-002  1.000000000000e+000  
  3.767037989838e+005  6.978145227078e+001  4.280819312853e-002  1.000000000000e+000  
  3.775721909253e+005  6.974108677477e+001  4.278323411951e-002  1.000000000000e+000  
  3.784425847170e+005  6.970065836879e+001  4.275847408589e-002  1.000000000000e+000  
  3.793149849736e+005  6.966016698502e+001  4.273391272862e-002  1.000000000000e+000  
  3.801893963204e+005  6.961961255562e+001  4.270954974880e-002  1.000000000000e+000  
  3.810658233937e+005  6.957899501274e+001  4.268538484765e-002  1.000000000000e+000  
  3.819442708399e+005  6.953831428851e+001  4.266141772651e-002  1.000000000000e+000  
  3.828247433167e+005  6.949757031504e+001  4.263764808683e-002  1.000000000000e+000  
  3.837072454922e+005  6.945676302443e+001  4.261407563019e-002  1.000000000000e+000  
  3.845917820452e+005  6.941589234876e+001  4.259070005827e-002  1.000000000000e+000  
  3.854783576657e+005  6.937495822012e+001  4.256752107284e-002  1.000000000000e+000  
  3.863669770540e+005  6.933396057057e+001  4.254453837576e-002  1.000000000000e+000  
  3.872576449215e+005  6.929289933217e+001  4.252175166899e-002  1.000000000000e+000  
  3.881503659905e+005  6.925177443697e+001  4.249916065457e-002  1.000000000000e+000  
