Freq.	Vn002/Vn003(dB, phi)
5.62341325190326e-003	1.55066846610945e+001	8.54854096851610e+001
5.63637655825932e-003	1.55265617278892e+001	8.54750449911973e+001
5.64936974812280e-003	1.55464382307530e+001	8.54646566973723e+001
5.66239289038230e-003	1.55663141671457e+001	8.54542447513025e+001
5.67544605408524e-003	1.55861895344062e+001	8.54438091004488e+001
5.68852930843818e-003	1.56060643299768e+001	8.54333496922489e+001
5.70164272280724e-003	1.56259385512830e+001	8.54228664740101e+001
5.71478636671844e-003	1.56458121957339e+001	8.54123593928593e+001
5.72796030985806e-003	1.56656852606177e+001	8.54018283959350e+001
5.74116462207304e-003	1.56855577433283e+001	8.53912734301588e+001
5.75439937337133e-003	1.57054296412415e+001	8.53806944424416e+001
5.76766463392227e-003	1.57253009516338e+001	8.53700913794499e+001
5.78096047405694e-003	1.57451716718662e+001	8.53594641879159e+001
5.79428696426857e-003	1.57650417992516e+001	8.53488128143215e+001
5.80764417521288e-003	1.57849113310701e+001	8.53381372051200e+001
5.82103217770847e-003	1.58047802646540e+001	8.53274373066384e+001
5.83445104273720e-003	1.58246485972205e+001	8.53167130650363e+001
5.84790084144456e-003	1.58445163260550e+001	8.53059644264946e+001
5.86138164514004e-003	1.58643834483965e+001	8.52951913369195e+001
5.87489352529752e-003	1.58842499615356e+001	8.52843937422330e+001
5.88843655355564e-003	1.59041158626155e+001	8.52735715882029e+001
5.90201080171820e-003	1.59239811489488e+001	8.52627248205202e+001
5.91561634175449e-003	1.59438458176522e+001	8.52518533846949e+001
5.92925324579975e-003	1.59637098659120e+001	8.52409572261834e+001
5.94292158615548e-003	1.59835732909674e+001	8.52300362903552e+001
5.95662143528985e-003	1.60034360899295e+001	8.52190905223917e+001
5.97035286583812e-003	1.60232982599791e+001	8.52081198674122e+001
5.98411595060294e-003	1.60431597982351e+001	8.51971242704553e+001
5.99791076255484e-003	1.60630207017888e+001	8.51861036763605e+001
6.01173737483253e-003	1.60828809678501e+001	8.51750580299378e+001
6.02559586074332e-003	1.61027405934206e+001	8.51639872758757e+001
6.03948629376354e-003	1.61225995756065e+001	8.51528913586937e+001
6.05340874753888e-003	1.61424579115342e+001	8.51417702228634e+001
6.06736329588480e-003	1.61623155982057e+001	8.51306238127202e+001
6.08135001278692e-003	1.61821726326782e+001	8.51194520724850e+001
6.09536897240143e-003	1.62020290119977e+001	8.51082549462877e+001
6.10942024905546e-003	1.62218847332009e+001	8.50970323781284e+001
6.12350391724747e-003	1.62417397932023e+001	8.50857843118644e+001
6.13762005164768e-003	1.62615941890999e+001	8.50745106912780e+001
6.15176872709842e-003	1.62814479178205e+001	8.50632114601251e+001
6.16595001861456e-003	1.63013009763810e+001	8.50518865618274e+001
6.18016400138389e-003	1.63211533616440e+001	8.50405359398934e+001
6.19441075076755e-003	1.63410050706705e+001	8.50291595377090e+001
6.20869034230037e-003	1.63608561002621e+001	8.50177572983583e+001
6.22300285169133e-003	1.63807064474152e+001	8.50063291650800e+001
6.23734835482392e-003	1.64005561089800e+001	8.49948750807485e+001
6.25172692775659e-003	1.64204050817973e+001	8.49833949883176e+001
6.26613864672308e-003	1.64402533629065e+001	8.49718888305413e+001
6.28058358813291e-003	1.64601009489639e+001	8.49603565500279e+001
6.29506182857170e-003	1.64799478368860e+001	8.49487980893469e+001
6.30957344480166e-003	1.64997940235671e+001	8.49372133909484e+001
6.32411851376192e-003	1.65196395057415e+001	8.49256023970596e+001
6.33869711256899e-003	1.65394842802760e+001	8.49139650499847e+001
6.35330931851716e-003	1.65593283438023e+001	8.49023012917206e+001
6.36795520907888e-003	1.65791716932871e+001	8.48906110642746e+001
6.38263486190521e-003	1.65990143253528e+001	8.48788943094671e+001
6.39734835482620e-003	1.66188562368028e+001	8.48671509690951e+001
6.41209576585134e-003	1.66386974243304e+001	8.48553809847084e+001
6.42687717316992e-003	1.66585378846546e+001	8.48435842978973e+001
6.44169265515149e-003	1.66783776145088e+001	8.48317608499768e+001
6.45654229034627e-003	1.66982166105002e+001	8.48199105822642e+001
6.47142615748555e-003	1.67180548693869e+001	8.48080334359193e+001
6.48634433548210e-003	1.67378923876970e+001	8.47961293519839e+001
6.50129690343062e-003	1.67577291622445e+001	8.47841982714545e+001
6.51628394060814e-003	1.67775651895261e+001	8.47722401350370e+001
6.53130552647444e-003	1.67974004661419e+001	8.47602548835167e+001
6.54636174067246e-003	1.68172349887379e+001	8.47482424574355e+001
6.56145266302876e-003	1.68370687538987e+001	8.47362027973076e+001
6.57657837355391e-003	1.68569017581205e+001	8.47241358434517e+001
6.59173895244292e-003	1.68767339980338e+001	8.47120415361370e+001
6.60693448007567e-003	1.68965654701215e+001	8.46999198154568e+001
6.62216503701732e-003	1.69163961708389e+001	8.46877706213710e+001
6.63743070401879e-003	1.69362260968046e+001	8.46755938938555e+001
6.65273156201712e-003	1.69560552444326e+001	8.46633895726799e+001
6.66806769213592e-003	1.69758836102438e+001	8.46511575974651e+001
6.68343917568585e-003	1.69957111906580e+001	8.46388979077511e+001
6.69884609416496e-003	1.70155379820692e+001	8.46266104429492e+001
6.71428852925922e-003	1.70353639809629e+001	8.46142951424024e+001
6.72976656284288e-003	1.70551891837416e+001	8.46019519452555e+001
6.74528027697892e-003	1.70750135867528e+001	8.45895807905901e+001
6.76082975391951e-003	1.70948371863931e+001	8.45771816173881e+001
6.77641507610645e-003	1.71146599790216e+001	8.45647543644272e+001
6.79203632617154e-003	1.71344819609581e+001	8.45522989704788e+001
6.80769358693711e-003	1.71543031286020e+001	8.45398153741254e+001
6.82338694141639e-003	1.71741234781564e+001	8.45273035138357e+001
6.83911647281399e-003	1.71939430060047e+001	8.45147633279924e+001
6.85488226452631e-003	1.72137617083650e+001	8.45021947548285e+001
6.87068440014201e-003	1.72335795814917e+001	8.44895977324878e+001
6.88652296344245e-003	1.72533966216773e+001	8.44769721989161e+001
6.90239803840211e-003	1.72732128250920e+001	8.44643180920939e+001
6.91830970918905e-003	1.72930281880173e+001	8.44516353497321e+001
6.93425806016538e-003	1.73128427065858e+001	8.44389239095200e+001
6.95024317588765e-003	1.73326563769705e+001	8.44261837089387e+001
6.96626514110737e-003	1.73524691953528e+001	8.44134146854680e+001
6.98232404077140e-003	1.73722811578843e+001	8.44006167763459e+001
6.99841996002242e-003	1.73920922606702e+001	8.43877899187898e+001
7.01455298419939e-003	1.74119024997864e+001	8.43749340498187e+001
7.03072319883801e-003	1.74317118713761e+001	8.43620491064285e+001
7.04693068967115e-003	1.74515203714708e+001	8.43491350253498e+001
7.06317554262930e-003	1.74713279961966e+001	8.43361917433759e+001
7.07945784384105e-003	1.74911347414586e+001	8.43232191970024e+001
7.09577767963356e-003	1.75109406033832e+001	8.43102173227471e+001
7.11213513653296e-003	1.75307455780007e+001	8.42971860569289e+001
7.12853030126487e-003	1.75505496612036e+001	8.42841253357891e+001
7.14496326075480e-003	1.75703528489571e+001	8.42710350953647e+001
7.16143410212869e-003	1.75901551373225e+001	8.42579152717185e+001
7.17794291271329e-003	1.76099565221046e+001	8.42447658006239e+001
7.19448978003666e-003	1.76297569992476e+001	8.42315866178684e+001
7.21107479182866e-003	1.76495565647538e+001	8.42183776591175e+001
7.22769803602137e-003	1.76693552143042e+001	8.42051388597402e+001
7.24435960074956e-003	1.76891529438959e+001	8.41918701551974e+001
7.26105957435121e-003	1.77089497493952e+001	8.41785714807833e+001
7.27779804536790e-003	1.77287456264861e+001	8.41652427715593e+001
7.29457510254535e-003	1.77485405710884e+001	8.41518839625625e+001
7.31139083483383e-003	1.77683345789265e+001	8.41384949886552e+001
7.32824533138870e-003	1.77881276457717e+001	8.41250757846699e+001
7.34513868157081e-003	1.78079197674847e+001	8.41116262852434e+001
7.36207097494702e-003	1.78277109395464e+001	8.40981464248681e+001
7.37904230129066e-003	1.78475011578747e+001	8.40846361379984e+001
7.39605275058203e-003	1.78672904181041e+001	8.40710953588491e+001
7.41310241300883e-003	1.78870787159174e+001	8.40575240216796e+001
7.43019137896667e-003	1.79068660469566e+001	8.40439220605000e+001
7.44731973905954e-003	1.79266524068097e+001	8.40302894091736e+001
7.46448758410031e-003	1.79464377911407e+001	8.40166260015853e+001
7.48169500511119e-003	1.79662221955225e+001	8.40029317713599e+001
7.49894209332421e-003	1.79860056155406e+001	8.39892066520452e+001
7.51622894018170e-003	1.80057880467665e+001	8.39754505771410e+001
7.53355563733682e-003	1.80255694846445e+001	8.39616634798807e+001
7.55092227665398e-003	1.80453499248278e+001	8.39478452935100e+001
7.56832895020939e-003	1.80651293627380e+001	8.39339959510759e+001
7.58577575029148e-003	1.80849077938772e+001	8.39201153855591e+001
7.60326276940146e-003	1.81046852136620e+001	8.39062035297093e+001
7.62079010025376e-003	1.81244616175116e+001	8.38922603162791e+001
7.63835783577655e-003	1.81442370009157e+001	8.38782856778451e+001
7.65596606911220e-003	1.81640113592404e+001	8.38642795468496e+001
7.67361489361783e-003	1.81837846878570e+001	8.38502418556760e+001
7.69130440286573e-003	1.82035569820696e+001	8.38361725364203e+001
7.70903469064393e-003	1.82233282373147e+001	8.38220715212764e+001
7.72680585095665e-003	1.82430984488343e+001	8.38079387421442e+001
7.74461797802482e-003	1.82628676119665e+001	8.37937741309728e+001
7.76247116628655e-003	1.82826357218970e+001	8.37795776193477e+001
7.78036551039767e-003	1.83024027739585e+001	8.37653491389413e+001
7.79830110523221e-003	1.83221687634070e+001	8.37510886211958e+001
7.81627804588292e-003	1.83419336853577e+001	8.37367959974639e+001
7.83429642766174e-003	1.83616975350766e+001	8.37224711990156e+001
7.85235634610034e-003	1.83814603076925e+001	8.37081141569141e+001
7.87045789695061e-003	1.84012219983599e+001	8.36937248021344e+001
7.88860117618516e-003	1.84209826022094e+001	8.36793030655572e+001
7.90678627999787e-003	1.84407421143618e+001	8.36648488779199e+001
7.92501330480433e-003	1.84605005298666e+001	8.36503621698043e+001
7.94328234724243e-003	1.84802578438142e+001	8.36358428717139e+001
7.96159350417280e-003	1.85000140511874e+001	8.36212909140160e+001
7.97994687267938e-003	1.85197691471105e+001	8.36067062270020e+001
7.99834255006990e-003	1.85395231264562e+001	8.35920887406660e+001
8.01678063387640e-003	1.85592759842860e+001	8.35774383851242e+001
8.03526122185578e-003	1.85790277154993e+001	8.35627550901566e+001
8.05378441199027e-003	1.85987783150750e+001	8.35480387855855e+001
8.07235030248799e-003	1.86185277778198e+001	8.35332894009567e+001
8.09095899178343e-003	1.86382760987679e+001	8.35185068658462e+001
8.10961057853801e-003	1.86580232726850e+001	8.35036911095534e+001
8.12830516164060e-003	1.86777692944322e+001	8.34888420613786e+001
8.14704284020800e-003	1.86975141587744e+001	8.34739596504123e+001
8.16582371358552e-003	1.87172578606205e+001	8.34590438057514e+001
8.18464788134750e-003	1.87370003946541e+001	8.34440944561798e+001
8.20351544329778e-003	1.87567417556204e+001	8.34291115304300e+001
8.22242649947031e-003	1.87764819383134e+001	8.34140949572564e+001
8.24138115012962e-003	1.87962209373430e+001	8.33990446650199e+001
8.26037949577138e-003	1.88159587475464e+001	8.33839605822821e+001
8.27942163712293e-003	1.88356953633532e+001	8.33688426371248e+001
8.29850767514382e-003	1.88554307795419e+001	8.33536907577764e+001
8.31763771102630e-003	1.88751649907441e+001	8.33385048722440e+001
8.33681184619593e-003	1.88948979914920e+001	8.33232849084254e+001
8.35603018231207e-003	1.89146297763402e+001	8.33080307940284e+001
8.37529282126841e-003	1.89343603397919e+001	8.32927424567454e+001
8.39459986519356e-003	1.89540896764442e+001	8.32774198240880e+001
8.41395141645153e-003	1.89738177808228e+001	8.32620628234507e+001
8.43334757764234e-003	1.89935446472433e+001	8.32466713820341e+001
8.45278845160248e-003	1.90132702702779e+001	8.32312454271064e+001
8.47227414140554e-003	1.90329946443164e+001	8.32157848856128e+001
8.49180475036272e-003	1.90527177636579e+001	8.32002896844358e+001
8.51138038202334e-003	1.90724396227910e+001	8.31847597503676e+001
8.53100114017547e-003	1.90921602160237e+001	8.31691950100320e+001
8.55066712884641e-003	1.91118795376907e+001	8.31535953900431e+001
8.57037845230327e-003	1.91315975820450e+001	8.31379608166712e+001
8.59013521505353e-003	1.91513143433893e+001	8.31222912162795e+001
8.60993752184558e-003	1.91710298159670e+001	8.31065865150214e+001
8.62978547766927e-003	1.91907439940081e+001	8.30908466389045e+001
8.64967918775650e-003	1.92104568716834e+001	8.30750715138519e+001
8.66961875758173e-003	1.92301684431540e+001	8.30592610655609e+001
8.68960429286258e-003	1.92498787026122e+001	8.30434152197811e+001
8.70963589956037e-003	1.92695876441067e+001	8.30275339020066e+001
8.72971368388068e-003	1.92892952618341e+001	8.30116170377054e+001
8.74983775227392e-003	1.93090015497590e+001	8.29956645520822e+001
8.77000821143590e-003	1.93287065020186e+001	8.29796763703119e+001
8.79022516830840e-003	1.93484101125626e+001	8.29636524174761e+001
8.81048873007969e-003	1.93681123753826e+001	8.29475926184613e+001
8.83079900418518e-003	1.93878132845103e+001	8.29314968980595e+001
8.85115609830791e-003	1.94075128337511e+001	8.29153651808949e+001
8.87156012037916e-003	1.94272110171748e+001	8.28991973916026e+001
8.89201117857903e-003	1.94469078285844e+001	8.28829934545437e+001
8.91250938133700e-003	1.94666032618484e+001	8.28667532940516e+001
8.93305483733250e-003	1.94862973107497e+001	8.28504768342205e+001
8.95364765549548e-003	1.95059899691817e+001	8.28341639991555e+001
8.97428794500703e-003	1.95256812309521e+001	8.28178147128305e+001
8.99497581529989e-003	1.95453710896763e+001	8.28014288989650e+001
9.01571137605911e-003	1.95650595391500e+001	8.27850064812638e+001
9.03649473722255e-003	1.95847465731091e+001	8.27685473832665e+001
9.05732600898154e-003	1.96044321851638e+001	8.27520515284635e+001
9.07820530178139e-003	1.96241163690009e+001	8.27355188400930e+001
9.09913272632205e-003	1.96437991182043e+001	8.27189492414097e+001
9.12010839355863e-003	1.96634804263917e+001	8.27023426554638e+001
9.14113241470203e-003	1.96831602871058e+001	8.26856990051501e+001
9.16220490121953e-003	1.97028386939004e+001	8.26690182133007e+001
9.18332596483534e-003	1.97225156402555e+001	8.26523002026722e+001
9.20449571753124e-003	1.97421911196472e+001	8.26355448957231e+001
9.22571427154715e-003	1.97618651255407e+001	8.26187522150560e+001
9.24698173938175e-003	1.97815376513590e+001	8.26019220828551e+001
9.26829823379301e-003	1.98012086904945e+001	8.25850544214436e+001
9.28966386779888e-003	1.98208782362992e+001	8.25681491527796e+001
9.31107875467782e-003	1.98405462820758e+001	8.25512061989580e+001
9.33254300796942e-003	1.98602128212165e+001	8.25342254817249e+001
9.35405674147503e-003	1.98798778469203e+001	8.25172069228128e+001
9.37562006925831e-003	1.98995413525148e+001	8.25001504438715e+001
9.39723310564589e-003	1.99192033311217e+001	8.24830559662855e+001
9.41889596522792e-003	1.99388637759911e+001	8.24659234114684e+001
9.44060876285874e-003	1.99585226802748e+001	8.24487527005989e+001
9.46237161365744e-003	1.99781800371488e+001	8.24315437548914e+001
9.48418463300848e-003	1.99978358396335e+001	8.24142964952264e+001
9.50604793656232e-003	2.00174900808595e+001	8.23970108425219e+001
9.52796164023602e-003	2.00371427537816e+001	8.23796867174626e+001
9.54992586021386e-003	2.00567938515716e+001	8.23623240407463e+001
9.57194071294794e-003	2.00764433670616e+001	8.23449227328392e+001
9.59400631515883e-003	2.00960912933052e+001	8.23274827141018e+001
9.61612278383614e-003	2.01157376231610e+001	8.23100039048643e+001
9.63829023623920e-003	2.01353823495685e+001	8.22924862252072e+001
9.66050878989763e-003	2.01550254653794e+001	8.22749295951612e+001
9.68277856261198e-003	2.01746669633819e+001	8.22573339346020e+001
9.70509967245439e-003	2.01943068364634e+001	8.22396991634188e+001
9.72747223776914e-003	2.02139450772905e+001	8.22220252011421e+001
9.74989637717336e-003	2.02335816786910e+001	8.22043119673693e+001
9.77237220955759e-003	2.02532166332936e+001	8.21865593814808e+001
9.79489985408647e-003	2.02728499338502e+001	8.21687673628496e+001
9.81747943019932e-003	2.02924815729784e+001	8.21509358305993e+001
9.84011105761082e-003	2.03121115432214e+001	8.21330647037435e+001
9.86279485631158e-003	2.03317398372874e+001	8.21151539013615e+001
9.88553094656886e-003	2.03513664476965e+001	8.20972033421807e+001
9.90831944892715e-003	2.03709913668960e+001	8.20792129449413e+001
9.93116048420881e-003	2.03906145873866e+001	8.20611826281886e+001
9.95405417351474e-003	2.04102361017001e+001	8.20431123104122e+001
9.97700063822500e-003	2.04298559022027e+001	8.20250019099622e+001
9.99999999999947e-003	2.04494739812954e+001	8.20068513451079e+001
1.00230523807785e-002	2.04690903313379e+001	8.19886605338934e+001
1.00461579027834e-002	2.04887049446659e+001	8.19704293943610e+001
1.00693166885175e-002	2.05083178135562e+001	8.19521578443713e+001
1.00925288607663e-002	2.05279289302657e+001	8.19338458017061e+001
1.01157945425984e-002	2.05475382870541e+001	8.19154931839913e+001
1.01391138573662e-002	2.05671458760866e+001	8.18970999087187e+001
1.01624869287064e-002	2.05867516895314e+001	8.18786658933321e+001
1.01859138805406e-002	2.06063557194659e+001	8.18601910551272e+001
1.02093948370762e-002	2.06259579580918e+001	8.18416753112986e+001
1.02329299228070e-002	2.06455583973681e+001	8.18231185788109e+001
1.02565192625135e-002	2.06651570294150e+001	8.18045207747444e+001
1.02801629812642e-002	2.06847538461555e+001	8.17858818158325e+001
1.03038612044156e-002	2.07043488396375e+001	8.17672016188850e+001
1.03276140576134e-002	2.07239420016186e+001	8.17484801003892e+001
1.03514216667929e-002	2.07435333241774e+001	8.17297171768800e+001
1.03752841581796e-002	2.07631227990075e+001	8.17109127646657e+001
1.03992016582900e-002	2.07827104180678e+001	8.16920667800817e+001
1.04231742939325e-002	2.08022961731080e+001	8.16731791392856e+001
1.04472021922074e-002	2.08218800557878e+001	8.16542497581824e+001
1.04712854805084e-002	2.08414620579377e+001	8.16352785527793e+001
1.04954242865226e-002	2.08610421712055e+001	8.16162654388246e+001
1.05196187382316e-002	2.08806203872445e+001	8.15972103320131e+001
1.05438689639120e-002	2.09001966976205e+001	8.15781131479564e+001
1.05681750921360e-002	2.09197710940237e+001	8.15589738020844e+001
1.05925372517723e-002	2.09393435678530e+001	8.15397922097091e+001
1.06169555719867e-002	2.09589141107084e+001	8.15205682860486e+001
1.06414301822426e-002	2.09784827140683e+001	8.15013019463494e+001
1.06659612123020e-002	2.09980493693018e+001	8.14819931054535e+001
1.06905487922260e-002	2.10176140678629e+001	8.14626416784044e+001
1.07151930523755e-002	2.10371768010797e+001	8.14432475798967e+001
1.07398941234118e-002	2.10567375602794e+001	8.14238107246131e+001
1.07646521362977e-002	2.10762963367547e+001	8.14043310271156e+001
1.07894672222977e-002	2.10958531218005e+001	8.13848084019511e+001
1.08143395129788e-002	2.11154079065928e+001	8.13652427633228e+001
1.08392691402114e-002	2.11349606823467e+001	8.13456340255634e+001
1.08642562361700e-002	2.11545114401249e+001	8.13259821026910e+001
1.08893009333337e-002	2.11740601710879e+001	8.13062869088247e+001
1.09144033644870e-002	2.11936068662827e+001	8.12865483578411e+001
1.09395636627203e-002	2.12131515168050e+001	8.12667663635459e+001
1.09647819614312e-002	2.12326941135664e+001	8.12469408395821e+001
1.09900583943246e-002	2.12522346475650e+001	8.12270716996137e+001
1.10153930954135e-002	2.12717731096756e+001	8.12071588570120e+001
1.10407861990201e-002	2.12913094908454e+001	8.11872022251412e+001
1.10662378397760e-002	2.13108437819119e+001	8.11672017174126e+001
1.10917481526234e-002	2.13303759735639e+001	8.11471572467582e+001
1.11173172728153e-002	2.13499060566850e+001	8.11270687264500e+001
1.11429453359167e-002	2.13694340219591e+001	8.11069360692790e+001
1.11686324778050e-002	2.13889598600929e+001	8.10867591881511e+001
1.11943788346709e-002	2.14084835616827e+001	8.10665379957225e+001
1.12201845430190e-002	2.14280051173721e+001	8.10462724045965e+001
1.12460497396686e-002	2.14475245177432e+001	8.10259623274785e+001
1.12719745617545e-002	2.14670417533145e+001	8.10056076765850e+001
1.12979591467273e-002	2.14865568145978e+001	8.09852083643110e+001
1.13240036323549e-002	2.15060696919676e+001	8.09647643028578e+001
1.13501081567225e-002	2.15255803759604e+001	8.09442754043403e+001
1.13762728582337e-002	2.15450888568005e+001	8.09237415807735e+001
1.14024978756110e-002	2.15645951249849e+001	8.09031627439987e+001
1.14287833478971e-002	2.15840991706648e+001	8.08825388058794e+001
1.14551294144547e-002	2.16036009841636e+001	8.08618696780255e+001
1.14815362149682e-002	2.16231005556544e+001	8.08411552721430e+001
1.15080038894437e-002	2.16425978753801e+001	8.08203954996832e+001
1.15345325782103e-002	2.16620929333886e+001	8.07995902720599e+001
1.15611224219203e-002	2.16815857197652e+001	8.07787395005014e+001
1.15877735615506e-002	2.17010762246278e+001	8.07578430962621e+001
1.16144861384028e-002	2.17205644379613e+001	8.07369009704181e+001
1.16412602941042e-002	2.17400503497031e+001	8.07159130339847e+001
1.16680961706090e-002	2.17595339497803e+001	8.06948791978942e+001
1.16949939101980e-002	2.17790152280804e+001	8.06737993728434e+001
1.17219536554806e-002	2.17984941744445e+001	8.06526734696520e+001
1.17489755493946e-002	2.18179707786619e+001	8.06315013988702e+001
1.17760597352074e-002	2.18374450305341e+001	8.06102830710217e+001
1.18032063565166e-002	2.18569169197245e+001	8.05890183965668e+001
1.18304155572510e-002	2.18763864359680e+001	8.05677072857399e+001
1.18576874816709e-002	2.18958535687945e+001	8.05463496488632e+001
1.18850222743695e-002	2.19153183078441e+001	8.05249453959871e+001
1.19124200802731e-002	2.19347806427086e+001	8.05034944372141e+001
1.19398810446420e-002	2.19542405627709e+001	8.04819966824666e+001
1.19674053130717e-002	2.19736980576256e+001	8.04604520415806e+001
1.19949930314931e-002	2.19931531165752e+001	8.04388604243624e+001
1.20226443461734e-002	2.20126057290722e+001	8.04172217404385e+001
1.20503594037173e-002	2.20320558843317e+001	8.03955358994272e+001
1.20781383510671e-002	2.20515035717558e+001	8.03738028107421e+001
1.21059813355041e-002	2.20709487805618e+001	8.03520223838702e+001
1.21338885046491e-002	2.20903914998762e+001	8.03301945280415e+001
1.21618600064630e-002	2.21098317189764e+001	8.03083191525728e+001
1.21898959892480e-002	2.21292694268062e+001	8.02863961664797e+001
1.22179966016480e-002	2.21487046125449e+001	8.02644254789332e+001
1.22461619926498e-002	2.21681372651607e+001	8.02424069987070e+001
1.22743923115834e-002	2.21875673736445e+001	8.02203406348138e+001
1.23026877081231e-002	2.22069949269095e+001	8.01982262959790e+001
1.23310483322884e-002	2.22264199138684e+001	8.01760638909285e+001
1.23594743344444e-002	2.22458423233588e+001	8.01538533281732e+001
1.23879658653030e-002	2.22652621441191e+001	8.01315945164254e+001
1.24165230759234e-002	2.22846793649052e+001	8.01092873639236e+001
1.24451461177131e-002	2.23040939744595e+001	8.00869317790836e+001
1.24738351424287e-002	2.23235059614052e+001	8.00645276702628e+001
1.25025903021765e-002	2.23429153143520e+001	8.00420749455498e+001
1.25314117494134e-002	2.23623220219508e+001	8.00195735131715e+001
1.25602996369480e-002	2.23817260725239e+001	7.99970232809995e+001
1.25892541179409e-002	2.24011274547584e+001	7.99744241570975e+001
1.26182753459060e-002	2.24205261568711e+001	7.99517760492828e+001
1.26473634747108e-002	2.24399221674042e+001	7.99290788653475e+001
1.26765186585777e-002	2.24593154746365e+001	7.99063325130477e+001
1.27057410520847e-002	2.24787060667520e+001	7.98835368999111e+001
1.27350308101659e-002	2.24980939321159e+001	7.98606919336171e+001
1.27643880881127e-002	2.25174790588620e+001	7.98377975215316e+001
1.27938130415745e-002	2.25368614350435e+001	7.98148535710831e+001
1.28233058265595e-002	2.25562410489523e+001	7.97918599896664e+001
1.28528665994354e-002	2.25756178884799e+001	7.97688166844926e+001
1.28824955169306e-002	2.25949919416220e+001	7.97457235626442e+001
1.29121927361346e-002	2.26143631963316e+001	7.97225805313559e+001
1.29419584144991e-002	2.26337316406390e+001	7.96993874976548e+001
1.29717927098388e-002	2.26530972621571e+001	7.96761443683385e+001
1.30016957803321e-002	2.26724600488331e+001	7.96528510504739e+001
1.30316677845222e-002	2.26918199884222e+001	7.96295074507699e+001
1.30617088813176e-002	2.27111770685888e+001	7.96061134759914e+001
1.30918192299933e-002	2.27305312770178e+001	7.95826690328941e+001
1.31219989901912e-002	2.27498826012699e+001	7.95591740279954e+001
1.31522483219216e-002	2.27692310289591e+001	7.95356283678905e+001
1.31825673855633e-002	2.27885765474700e+001	7.95120319590171e+001
1.32129563418650e-002	2.28079191443726e+001	7.94883847077119e+001
1.32434153519459e-002	2.28272588070045e+001	7.94646865204486e+001
1.32739445772966e-002	2.28465955227427e+001	7.94409373034886e+001
1.33045441797801e-002	2.28659292789122e+001	7.94171369629561e+001
1.33352143216324e-002	2.28852600627200e+001	7.93932854051203e+001
1.33659551654636e-002	2.29045878614075e+001	7.93693825359115e+001
1.33967668742585e-002	2.29239126621004e+001	7.93454282614843e+001
1.34276496113778e-002	2.29432344518565e+001	7.93214224877083e+001
1.34586035405587e-002	2.29625532177611e+001	7.92973651205790e+001
1.34896288259157e-002	2.29818689469067e+001	7.92732560659536e+001
1.35207256319420e-002	2.30011816260364e+001	7.92490952295217e+001
1.35518941235095e-002	2.30204912422145e+001	7.92248825170284e+001
1.35831344658707e-002	2.30397977821870e+001	7.92006178342023e+001
1.36144468246587e-002	2.30591012328050e+001	7.91763010866744e+001
1.36458313658884e-002	2.30784015807301e+001	7.91519321799337e+001
1.36772882559577e-002	2.30976988127129e+001	7.91275110195504e+001
1.37088176616477e-002	2.31169929153219e+001	7.91030375109007e+001
1.37404197501243e-002	2.31362838752170e+001	7.90785115594901e+001
1.37720946889386e-002	2.31555716788540e+001	7.90539330705573e+001
1.38038426460280e-002	2.31748563127261e+001	7.90293019494647e+001
1.38356637897170e-002	2.31941377632545e+001	7.90046181014943e+001
1.38675582887180e-002	2.32134160167773e+001	7.89798814318193e+001
1.38995263121327e-002	2.32326910596096e+001	7.89550918455297e+001
1.39315680294522e-002	2.32519628780979e+001	7.89302492478401e+001
1.39636836105585e-002	2.32712314583435e+001	7.89053535436843e+001
1.39958732257253e-002	2.32904967864697e+001	7.88804046381335e+001
1.40281370456187e-002	2.33097588486856e+001	7.88554024362326e+001
1.40604752412983e-002	2.33290176309619e+001	7.88303468428251e+001
1.40928879842179e-002	2.33482731193020e+001	7.88052377627317e+001
1.41253754462267e-002	2.33675252995671e+001	7.87800751009349e+001
1.41579377995699e-002	2.33867741577062e+001	7.87548587621549e+001
1.41905752168900e-002	2.34060196795627e+001	7.87295886511505e+001
1.42232878712273e-002	2.34252618508924e+001	7.87042646727044e+001
1.42560759360210e-002	2.34445006573011e+001	7.86788867314121e+001
1.42889395851101e-002	2.34637360845514e+001	7.86534547319964e+001
1.43218789927346e-002	2.34829681182166e+001	7.86279685790559e+001
1.43548943335357e-002	2.35021967437964e+001	7.86024281770798e+001
1.43879857825576e-002	2.35214219468244e+001	7.85768334307610e+001
1.44211535152478e-002	2.35406437127005e+001	7.85511842445004e+001
1.44543977074584e-002	2.35598620268095e+001	7.85254805228010e+001
1.44877185354467e-002	2.35790768744835e+001	7.84997221701916e+001
1.45211161758765e-002	2.35982882409153e+001	7.84739090909258e+001
1.45545908058188e-002	2.36174961114091e+001	7.84480411895784e+001
1.45881426027526e-002	2.36367004710253e+001	7.84221183704011e+001
1.46217717445663e-002	2.36559013049182e+001	7.83961405377689e+001
1.46554784095582e-002	2.36750985980270e+001	7.83701075959162e+001
1.46892627764378e-002	2.36942923354016e+001	7.83440194492558e+001
1.47231250243263e-002	2.37134825019647e+001	7.83178760020738e+001
1.47570653327580e-002	2.37326690824227e+001	7.82916771584061e+001
1.47910838816812e-002	2.37518520617995e+001	7.82654228226929e+001
1.48251808514586e-002	2.37710314246361e+001	7.82391128990009e+001
1.48593564228691e-002	2.37902071557491e+001	7.82127472915246e+001
